climate.station,lat,long,crop,avg.sowing.doy,X..values.sowing,avg.harvest.doy,X..values.harvest,earliest.sowing.doy,latest.sowing.doy,earliest.harvest.doy,latest.harvest.doy,climate.station2
10130,49.9833,6.8833,WW,289,14,210,NA,282,300,196,227,10130
10140,50.5167,7.9167,WW,277,7,218,NA,269,293,200,241,10140
10148,50.2333,7.8667,WW,288,15,216,NA,272,289,206,229,10148
10149,50.1333,7.75,WW,281,16,217,NA,273,293,199,236,10149
10151,50.1667,7.7333,WW,284,16,211,NA,270,309,197,219,10151
10164,50.2667,7.9833,WW,289,3,217,NA,272,278,211,221,10164
10170,50.4333,7.8333,WW,293,16,217,NA,256,296,197,249,10170
10176,49.6333,8.3667,WW,272,15,198,NA,278,295,185,225,10176
10219,49.5,8.0333,WW,293,6,216,NA,280,309,200,229,10219
10228,49.1167,8.15,WW,284,12,205,NA,278,314,193,219,10228
10230,49.5,7.9167,WW,291,16,203,NA,258,281,189,226,10230
10236,49.4667,7.5667,WW,278,12,217,NA,275,288,202,228,10236
10238,49.5,7.7667,WW,292,16,212,NA,271,294,197,224,10238
10239,49.3833,7.6333,WW,279,15,216,NA,254,288,193,239,10239
10242,49.65,8.1,WW,283,15,208,NA,269,291,193,219,10242
10247,49.45,7.3167,WW,275,16,217,NA,278,292,205,230,10247
10261,49.2667,8.2167,WW,276,16,205,NA,287,304,196,213,10261
10268,49.4571,8.2892,WW,278,16,208,NA,280,295,194,231,10268
10283,49.1167,7.5667,WW,269,10,210,NA,264,289,199,223,10283
10288,49.2939,7.6128,WW,296,16,212,NA,269,283,196,227,10288
10295,49.5833,7.7667,WW,282,16,207,NA,264,279,195,225,10295
10306,49.35,7.4167,WW,262,16,212,NA,259,284,197,227,10306
10326,49.0167,10.2167,WW,275,16,215,NA,272,293,201,228,10326
10330,48.75,10.3333,WW,269,16,222,NA,258,283,200,238,10330
10331,48.8833,9.9667,WW,281,3,219,NA,264,301,212,226,10331
10340,48.9333,9.75,WW,283,7,228,NA,273,288,203,245,10340
10341,48.9833,9.3667,WW,270,16,208,NA,266,295,192,226,10341
10349,48.5167,8.8333,WW,283,3,217,NA,289,296,191,241,10349
10353,48.7,9,WW,273,16,215,NA,272,289,198,233,10353
10360,49.25,9.95,WW,272,16,213,NA,267,278,200,232,10360
10364,49.1333,10.2333,WW,282,16,223,NA,274,295,211,235,10364
10367,49.1333,10.1833,WW,269,16,216,NA,279,296,202,226,10367
10373,48.7244,9.2468,WW,264,15,208,NA,272,296,195,219,10373
10382,48.6833,9.5167,WW,269,9,208,NA,282,300,199,215,10382
10387,48.6333,10.0167,WW,284,16,228,NA,259,301,210,241,10387
10396,49.2167,9.1,WW,290,16,204,NA,270,295,195,214,10396
10412,49.15,9.3667,WW,278,4,203,NA,275,299,192,210,10412
10416,49.3833,9.7,WW,289,16,214,NA,279,303,194,230,10416
10422,48.8667,9.0333,WW,285,16,206,NA,276,305,194,221,10422
10426,48.8667,8.8667,WW,276,14,210,NA,271,298,198,218,10426
10431,48.9667,9.1333,WW,276,16,205,NA,278,299,194,216,10431
10439,48.9,9.0833,WW,273,11,208,NA,283,302,194,228,10439
10444,49.4333,10.1167,WW,287,16,213,NA,265,293,196,228,10444
10449,49.4833,9.7667,WW,280,16,208,NA,269,289,194,222,10449
10450,49.5333,9.9,WW,291,16,217,NA,274,303,198,233,10450
10451,49.4833,10,WW,282,15,219,NA,264,295,196,241,10451
10453,49.4333,9.8833,WW,282,5,203,NA,272,279,192,209,10453
10458,48.65,9.4667,WW,273,16,208,NA,275,320,196,221,10458
10461,48.65,9.5333,WW,282,6,213,NA,283,300,201,226,10461
10470,49.15,9.6167,WW,282,9,218,NA,274,299,203,232,10470
10474,48.8,9.9333,WW,281,3,222,NA,264,272,219,224,10474
10476,48.8333,9.8,WW,288,5,217,NA,262,296,205,229,10476
10480,49.0167,9.9,WW,284,4,216,NA,277,283,212,232,10480
10487,49.0833,9.8833,WW,276,15,216,NA,267,300,203,230,10487
10491,48.5,10.1167,WW,290,16,217,NA,277,293,201,237,10491
10492,48.55,9.8,WW,279,16,229,NA,255,284,212,241,10492
10496,49.0667,8.8,WW,275,16,205,NA,274,302,191,212,10496
10498,48.9667,8.9667,WW,279,14,206,NA,279,309,195,220,10498
10511,48.8833,9.35,WW,275,15,206,NA,274,295,196,215,10511
10525,49.1333,8.5833,WW,280,16,200,NA,271,322,183,224,10525
10538,49.4,9.4,WW,285,14,212,NA,260,281,205,222,10538
10540,49.4,9.5667,WW,273,12,208,NA,263,281,192,221,10540
10541,49.5333,9.55,WW,287,16,214,NA,267,296,197,235,10541
10542,49.5333,9.3167,WW,277,16,213,NA,266,292,197,236,10542
10543,49.6333,9.4167,WW,283,5,210,NA,273,277,197,216,10543
10544,49.3667,9.6167,WW,275,10,208,NA,267,296,193,219,10544
10549,49.4667,9.5833,WW,278,16,206,NA,261,285,194,214,10549
10556,49.3333,8.75,WW,283,3,204,NA,263,272,185,222,10556
10560,49.25,8.7333,WW,278,5,203,NA,277,291,196,214,10560
10564,49.2667,8.75,WW,275,15,202,NA,89,298,184,224,10564
10583,49.4,8.5333,WW,282,16,204,NA,271,296,189,224,10583
10597,49.4667,9.2167,WW,283,11,213,NA,263,289,192,227,10597
10600,49.4167,9.2833,WW,275,16,209,NA,266,283,195,219,10600
10616,49.3333,8.9167,WW,266,7,209,NA,271,289,194,222,10616
10619,49.3333,8.95,WW,275,16,208,NA,270,291,195,215,10619
10622,49.0833,8.85,WW,289,16,205,NA,266,293,196,216,10622
10633,49.7667,9.6167,WW,285,5,209,NA,283,292,200,223,10633
10634,49.75,9.3167,WW,267,8,213,NA,284,296,200,226,10634
10635,49.7,9.8,WW,272,7,213,NA,269,291,200,224,10635
10643,49.6667,9.65,WW,276,13,205,NA,267,289,193,221,10643
10645,49.75,9.4833,WW,276,16,211,NA,270,281,197,223,10645
10658,47.9,8.4333,WW,277,5,220,NA,275,277,198,235,10658
10659,47.95,8.5,WW,281,16,224,NA,265,279,207,233,10659
10669,48.1167,8,WW,280,7,211,NA,279,284,206,216,10669
10699,47.7667,8.7833,WW,274,10,203,NA,278,296,195,210,10699
10700,47.7333,9.0667,WW,278,16,203,NA,276,306,191,215,10700
10706,47.8167,8.6667,WW,280,16,216,NA,260,293,201,227,10706
10708,48.3333,7.8833,WW,267,16,202,NA,269,306,195,214,10708
10723,47.65,7.8333,WW,278,7,212,NA,274,289,196,234,10723
10729,47.8667,7.6,WW,275,16,197,NA,289,310,189,207,10729
10751,48.5333,8.0833,WW,278,15,203,NA,285,322,195,210,10751
10767,47.6,7.8833,WW,281,16,213,NA,274,314,193,227,10767
10775,48,9.0333,WW,265,16,229,NA,270,292,214,250,10775
10786,47.7667,9.3167,WW,284,16,214,NA,273,298,197,227,10786
10801,47.6271,8.1475,WW,280,16,228,NA,272,286,216,244,10801
10802,47.7167,8.4333,WW,278,16,222,NA,275,307,201,235,10802
10810,48.2833,8.0833,WW,271,16,204,NA,282,300,193,212,10810
10812,48.4167,8.0833,WW,273,8,203,NA,268,301,195,215,10812
10816,48.2833,8.85,WW,273,16,222,NA,263,290,198,235,10816
10821,48.2,8.8833,WW,274,16,241,NA,283,304,214,261,10821
10824,48.2,9.7667,WW,272,13,216,NA,265,296,202,226,10824
10830,48.0167,9.65,WW,273,5,220,NA,274,285,204,234,10830
10839,48.6333,8.6333,WW,271,16,223,NA,273,294,203,233,10839
10848,48.2833,9.7167,WW,275,16,220,NA,263,298,197,236,10848
10851,48.35,9.8167,WW,281,16,220,NA,262,287,204,241,10851
10858,48.4667,8.4333,WW,279,16,222,NA,262,293,196,243,10858
10859,48.4167,8.4667,WW,286,16,231,NA,265,291,209,247,10859
10861,48.4167,8.5,WW,280,14,230,NA,252,299,206,245,10861
10865,48.3167,9.0667,WW,268,8,222,NA,261,289,209,232,10865
10869,48.45,8.6833,WW,283,16,211,NA,261,272,193,233,10869
10886,47.7667,9.5333,WW,280,10,214,NA,276,296,200,224,10886
10887,47.9333,9.75,WW,273,11,221,NA,274,291,200,250,10887
10894,48.5333,9.2,WW,280,16,213,NA,263,284,197,228,10894
10903,48.1667,8.6333,WW,275,9,230,NA,245,274,213,243,10903
10906,47.9333,9.55,WW,278,16,220,NA,284,302,207,240,10906
10907,48.0833,9.3667,WW,270,16,230,NA,270,308,211,248,10907
10909,48.1833,9.5,WW,279,13,222,NA,259,291,208,236,10909
10916,47.9833,9.3333,WW,278,4,227,NA,269,283,224,233,10916
10919,48.0667,9.1833,WW,259,10,223,NA,272,299,208,235,10919
10920,48.0167,9.25,WW,287,16,222,NA,272,284,208,235,10920
10932,48.4167,9.05,WW,281,8,215,NA,275,287,204,222,10932
10935,48.4667,8.9333,WW,278,16,205,NA,262,277,193,215,10935
10944,47.85,9.8333,WW,282,5,223,NA,271,296,207,231,10944
10954,48.05,10.8833,WW,277,16,221,NA,277,286,199,235,10954
10968,48.5833,11.0833,WW,287,16,215,NA,279,296,195,234,10968
10971,48.15,12.8333,WW,291,16,210,NA,276,291,195,223,10971
10983,47.85,12.0667,WW,282,16,214,NA,275,300,195,229,10983
10996,48.3833,11.4167,WW,283,16,210,NA,269,289,196,223,10996
11004,48.05,11.95,WW,281,16,220,NA,277,294,201,250,11004
11009,48.3167,11.9167,WW,287,15,214,NA,275,296,197,228,11009
11010,48.2833,11.8333,WW,291,15,216,NA,267,295,197,240,11010
11012,48.3833,12.1833,WW,290,7,211,NA,275,302,196,228,11012
11032,48.7833,11.6,WW,283,16,216,NA,283,302,198,231,11032
11033,48.7833,11.2833,WW,278,16,209,NA,253,287,196,227,11033
11035,47.95,11.1,WW,283,10,226,NA,283,303,203,244,11035
11049,47.9333,12.9333,WW,279,6,209,NA,269,291,197,218,11049
11055,48.0667,12.7667,WW,276,7,208,NA,275,291,195,227,11055
11071,48.35,12.45,WW,271,16,213,NA,274,291,196,223,11071
11076,48.1167,11.7333,WW,287,12,217,NA,263,303,202,229,11076
11080,48.0167,11.7333,WW,293,9,221,NA,277,301,193,233,11080
11087,48.6,11.6333,WW,288,13,217,NA,273,303,199,231,11087
11088,47.75,12.1167,WW,268,16,213,NA,193,291,180,228,11088
11099,47.8167,10.9,WW,282,14,228,NA,268,298,209,244,11099
11100,48.45,11.35,WW,283,16,220,NA,274,301,207,235,11100
11101,48.6333,11.3167,WW,275,16,213,NA,276,293,197,226,11101
11110,48,11.1667,WW,279,8,217,NA,279,297,199,229,11110
11129,48.0833,12.5667,WW,287,11,218,NA,275,312,193,248,11129
11131,48.0333,12.55,WW,276,15,221,NA,274,289,201,233,11131
11137,47.9833,12.1333,WW,274,14,218,NA,283,303,210,231,11137
11162,48.8333,12.9667,WW,279,14,208,NA,275,296,196,230,11162
11170,49.0667,12.6167,WW,272,15,206,NA,253,284,192,234,11170
11172,48.85,13.15,WW,281,16,212,NA,270,295,200,229,11172
11207,48.8167,11.85,WW,292,6,208,NA,275,290,199,218,11207
11211,48.9,12.0167,WW,279,12,209,NA,260,297,195,227,11211
11214,49.1333,12.7333,WW,271,16,215,NA,275,287,200,223,11214
11220,48.5833,12.1833,WW,283,16,211,NA,275,296,198,232,11220
11222,48.6333,12.35,WW,286,4,212,NA,276,286,210,215,11222
11224,48.5667,11.75,WW,291,10,208,NA,274,300,157,227,11224
11228,48.7333,12.3,WW,283,16,210,NA,269,290,195,222,11228
11241,48.4833,13.4333,WW,282,16,214,NA,279,294,197,229,11241
11246,48.3333,13.1167,WW,289,12,209,NA,275,306,195,220,11246
11249,48.4,13,WW,290,15,213,NA,275,292,196,243,11249
11254,48.9667,13.1333,WW,285,16,226,NA,273,287,206,234,11254
11266,49.0833,12.8833,WW,294,10,221,NA,277,293,208,234,11266
11271,48.4667,12.5667,WW,275,16,214,NA,272,295,199,227,11271
11272,48.45,12.35,WW,276,8,218,NA,275,296,202,231,11272
11274,48.7167,13.2833,WW,287,3,218,NA,285,293,214,224,11274
11276,48.55,13.2333,WW,283,8,210,NA,276,300,197,221,11276
11286,48.6,13.75,WW,284,5,225,NA,285,303,222,230,11286
11295,48.75,13.5167,WW,285,13,211,NA,254,296,193,251,11295
11305,49.3333,12.1167,WW,267,5,212,NA,270,281,202,225,11305
11307,49.4,12.0167,WW,275,16,212,NA,267,290,198,223,11307
11314,49.6,11.75,WW,279,16,224,NA,268,300,207,247,11314
11317,49.6167,11.8167,WW,282,16,219,NA,269,293,209,233,11317
11326,49.1667,11.9667,WW,269,16,213,NA,276,288,201,222,11326
11328,49.2667,11.9167,WW,288,16,225,NA,265,290,208,233,11328
11333,49.3167,12.85,WW,297,16,224,NA,273,290,200,243,11333
11334,49.2167,12.7667,WW,284,16,221,NA,259,284,198,242,11334
11339,49.7333,11.9,WW,293,4,200,NA,249,279,192,207,11339
11343,49.3833,11.65,WW,293,13,225,NA,261,289,193,245,11343
11344,49.8667,11.9,WW,267,16,223,NA,253,281,206,233,11344
11345,49.95,12.0333,WW,269,16,232,NA,276,295,216,247,11345
11352,49.1667,11.45,WW,275,16,214,NA,276,291,197,230,11352
11358,49.35,12.35,WW,273,6,214,NA,262,278,207,222,11358
11359,49.3167,12.3,WW,273,16,220,NA,275,294,197,238,11359
11364,49.7167,12.1833,WW,282,3,218,NA,261,274,207,234,11364
11377,49.1,11.8167,WW,266,16,216,NA,270,302,202,228,11377
11378,49.15,11.6667,WW,286,8,229,NA,279,291,213,245,11378
11380,49.05,11.9167,WW,274,16,221,NA,278,298,206,233,11380
11381,49.05,11.8833,WW,283,16,227,NA,279,303,200,244,11381
11384,49.2167,11.7667,WW,280,16,218,NA,263,279,193,232,11384
11392,49,11.9167,WW,273,15,223,NA,273,293,208,233,11392
11393,48.9667,12.0833,WW,281,14,211,NA,271,293,190,227,11393
11396,49.0167,11.9333,WW,280,16,222,NA,268,290,207,240,11396
11400,49.0667,12.0167,WW,285,8,213,NA,269,283,201,224,11400
11402,49.0667,12.45,WW,287,11,229,NA,273,309,218,237,11402
11403,48.9167,12.4333,WW,291,16,210,NA,253,289,197,223,11403
11405,49.0333,12.25,WW,289,16,212,NA,274,296,196,231,11405
11406,48.9833,12.2,WW,281,3,211,NA,217,258,186,228,11406
11413,49.1,12.4833,WW,277,7,215,NA,269,291,202,230,11413
11425,49.5333,11.6833,WW,273,16,220,NA,255,287,203,232,11425
11429,49.95,12.2833,WW,275,4,230,NA,283,299,228,235,11429
11433,49.7833,12.3167,WW,270,10,232,NA,272,293,220,245,11433
11440,49.9167,12.3833,WW,281,16,226,NA,269,291,214,236,11440
11444,49.6333,12.2667,WW,284,10,233,NA,273,291,212,249,11444
11447,49.65,12.2667,WW,291,16,218,NA,256,287,203,232,11447
11449,49.6167,12.35,WW,290,15,222,NA,256,287,199,244,11449
11450,49.3167,12.75,WW,282,16,211,NA,268,288,198,230,11450
11452,49.4333,12.5833,WW,296,6,224,NA,275,286,221,230,11452
11455,49.9667,11.5667,WW,298,16,211,NA,269,291,198,233,11455
11458,50.3167,11.9167,WW,295,15,230,NA,254,296,218,242,11458
11459,50,12.0833,WW,279,16,227,NA,263,294,216,233,11459
11472,49.9167,11.0167,WW,285,16,211,NA,270,293,195,230,11472
11477,49.7833,10.7,WW,279,9,216,NA,272,290,209,225,11477
11486,49.9333,11.6167,WW,291,15,211,NA,252,302,193,231,11486
11502,50.3667,10.8,WW,273,15,212,NA,264,286,197,219,11502
11507,50.3,11.0333,WW,279,7,216,NA,282,289,198,234,11507
11508,50.2667,11.15,WW,278,16,219,NA,267,305,206,235,11508
11509,50.2167,11.1333,WW,284,16,222,NA,275,302,205,237,11509
11515,49.7833,11.1833,WW,281,9,195,NA,253,275,186,207,11515
11517,49.9333,11.2833,WW,275,16,221,NA,263,289,207,234,11517
11518,49.95,11.1667,WW,269,12,226,NA,272,291,208,238,11518
11520,49.8167,11.2167,WW,282,16,221,NA,270,291,200,242,11520
11523,49.6667,11.1,WW,277,11,216,NA,266,291,204,232,11523
11528,49.7,10.8167,WW,278,7,210,NA,263,287,198,219,11528
11530,49.75,10.7167,WW,267,8,207,NA,273,283,196,213,11530
11533,50.2667,11.85,WW,288,16,232,NA,272,291,219,248,11533
11539,50.2,11.2667,WW,283,10,223,NA,275,295,207,238,11539
11555,50.0833,11.35,WW,276,11,216,NA,274,284,197,234,11555
11560,50.05,11.4333,WW,258,15,218,NA,276,293,208,234,11560
11561,50.1167,11.6167,WW,292,16,218,NA,263,276,207,234,11561
11563,50.0167,11.25,WW,292,16,227,NA,275,298,217,247,11563
11567,50.1667,11.0333,WW,281,16,210,NA,272,301,196,223,11567
11572,50.05,11.15,WW,277,9,226,NA,261,285,208,245,11572
11584,50.2833,11.7333,WW,280,16,234,NA,269,296,216,250,11584
11586,50.3167,11.75,WW,277,16,239,NA,256,281,221,253,11586
11590,49.7667,11.35,WW,281,10,206,NA,253,280,190,221,11590
11591,49.85,11.6,WW,269,16,222,NA,273,299,207,236,11591
11595,49.7667,11.55,WW,276,9,230,NA,273,291,218,247,11595
11609,50.0333,11,WW,283,16,219,NA,275,290,203,231,11609
11632,49.4,10.5167,WW,283,16,215,NA,273,290,201,230,11632
11634,49.3333,10.8,WW,281,16,214,NA,270,296,200,233,11634
11635,49.35,10.5167,WW,284,16,214,NA,272,291,200,231,11635
11652,49.5833,11.2,WW,281,16,215,NA,272,310,199,235,11652
11655,49.5667,11.1833,WW,283,16,216,NA,253,309,204,234,11655
11660,49.1667,10.3333,WW,293,16,221,NA,279,298,203,235,11660
11667,49.5,10.8,WW,282,13,211,NA,274,294,199,223,11667
11675,49.5167,11.4167,WW,285,14,218,NA,272,295,210,234,11675
11677,49.5167,11.4333,WW,283,3,220,NA,272,285,215,224,11677
11678,49.4667,11.4,WW,281,12,218,NA,261,309,209,233,11678
11685,49.0167,11.1833,WW,289,15,221,NA,269,294,200,235,11685
11687,49.2,11.2833,WW,290,6,211,NA,273,278,201,216,11687
11693,49.5833,10.6,WW,278,13,209,NA,248,285,198,220,11693
11694,49.45,10.6,WW,293,5,218,NA,269,296,201,226,11694
11696,49.4833,10.7167,WW,283,16,211,NA,275,291,196,225,11696
11702,49.4,11.4,WW,283,16,217,NA,269,285,201,231,11702
11703,49.3833,10.3333,WW,283,16,226,NA,102,290,202,235,11703
11712,49.7667,10.5167,WW,288,10,210,NA,274,282,200,217,11712
11715,49.3667,10.95,WW,287,16,208,NA,269,291,192,233,11715
11719,49.55,10.4333,WW,288,8,211,NA,263,288,201,223,11719
11720,49.6333,10.2333,WW,274,16,209,NA,281,294,197,224,11720
11721,49.45,10.3167,WW,282,16,212,NA,268,290,203,223,11721
11725,49.55,10.2333,WW,289,15,215,NA,274,301,197,226,11725
11728,48.9,10.9333,WW,284,16,221,NA,279,301,206,234,11728
11731,49.0167,11.1167,WW,286,16,225,NA,267,286,207,240,11731
11733,48.9,11,WW,287,16,221,NA,275,306,200,242,11733
11745,50.0833,9.15,WW,287,7,214,NA,280,289,207,225,11745
11767,50.1667,10.1667,WW,281,13,211,NA,261,298,197,223,11767
11768,50.2,10.3167,WW,290,16,211,NA,258,283,199,222,11768
11780,50.2833,9.9167,WW,293,15,215,NA,267,288,201,232,11780
11788,50.0333,10.8333,WW,293,16,213,NA,266,289,205,226,11788
11803,49.95,10.2833,WW,284,16,205,NA,277,289,195,217,11803
11805,49.95,10.4167,WW,268,12,208,NA,256,303,194,220,11805
11808,50.15,9.9667,WW,281,6,206,NA,272,287,191,214,11808
11814,50.15,9.8833,WW,281,16,211,NA,270,283,195,233,11814
11817,49.9667,10.6833,WW,284,16,209,NA,270,297,195,233,11817
11836,50.1833,10.3667,WW,282,16,215,NA,248,283,193,244,11836
11849,49.7167,10.2167,WW,283,16,207,NA,263,298,193,224,11849
11857,50.3,10.4667,WW,284,16,213,NA,253,287,199,230,11857
11858,50.2667,10.5333,WW,277,11,212,NA,275,285,198,224,11858
11872,49.9,9.6667,WW,286,8,215,NA,272,293,197,230,11872
11875,50.4,10.35,WW,289,5,214,NA,266,272,211,222,11875
11878,50.5333,10.15,WW,278,16,226,NA,267,289,203,241,11878
11882,50.4167,10.3833,WW,278,16,212,NA,257,269,204,222,11882
11883,50.45,10.2667,WW,278,15,219,NA,261,291,201,233,11883
11884,49.65,9.2167,WW,281,3,219,NA,275,291,213,226,11884
11891,49.7,10.0833,WW,284,16,208,NA,275,304,192,239,11891
11897,49.7,10.0167,WW,285,16,210,NA,271,302,191,225,11897
11907,49.9,10.05,WW,287,9,211,NA,281,293,199,221,11907
11908,49.8833,10.0333,WW,289,16,210,NA,277,303,196,218,11908
11910,49.6833,9.9,WW,293,16,214,NA,274,298,197,230,11910
11911,49.8667,9.9,WW,293,6,210,NA,267,279,191,221,11911
11916,49.8333,9.8667,WW,293,7,212,NA,275,299,196,234,11916
11932,48.55,10.3,WW,279,14,215,NA,279,293,206,224,11932
11938,48.6167,10.4167,WW,274,16,214,NA,279,289,200,233,11938
11940,48.7167,10.7833,WW,279,14,208,NA,271,292,192,217,11940
11950,48.35,10.9833,WW,286,8,215,NA,274,296,197,226,11950
11957,48.4333,10.4167,WW,279,16,217,NA,267,291,199,229,11957
11960,48.3667,10.3,WW,283,16,216,NA,256,280,208,227,11960
11966,48.25,10.0833,WW,270,11,221,NA,279,289,202,252,11966
11971,48.15,10.1667,WW,267,16,224,NA,274,304,201,241,11971
12001,47.9667,10.15,WW,274,12,223,NA,259,292,207,234,12001
12013,48.1167,10.4667,WW,283,14,218,NA,255,298,200,235,12013
12017,48.75,11.0167,WW,281,16,211,NA,275,298,197,224,12017
12022,48.3667,10.15,WW,270,8,217,NA,288,301,209,235,12022
12026,48.3167,10.1,WW,283,16,228,NA,283,306,211,239,12026
12035,48.2667,10.8333,WW,281,10,222,NA,276,295,213,235,12035
12038,48.1833,10.6833,WW,266,16,224,NA,280,303,209,240,12038
12053,48.4833,10.6667,WW,282,15,217,NA,262,296,201,234,12053
12056,48.5833,10.75,WW,286,12,212,NA,280,295,195,223,12056
12065,49.1667,7.3167,WW,288,14,206,NA,258,298,192,229,12065
12073,49.4667,6.4833,WW,289,5,223,NA,267,277,214,244,12073
12076,49.5,6.4,WW,273,14,208,NA,269,282,194,223,12076
12077,49.4833,6.8667,WW,282,16,212,NA,272,294,195,223,12077
12086,49.3833,7.0333,WW,277,13,213,NA,283,301,205,229,12086
12094,49.1667,7.05,WW,279,16,207,NA,277,302,182,220,12094
12103,49.4167,6.9167,WW,276,16,208,NA,255,278,197,233,12103
12105,49.4667,6.9,WW,290,16,215,NA,265,281,200,234,12105
12111,49.2167,7.25,WW,281,14,212,NA,262,301,201,224,12111
12115,49.25,7.15,WW,284,12,211,NA,262,291,179,232,12115
12156,53.2167,14.3833,WW,244,16,216,NA,250,291,195,242,12156
12157,52.9667,14.0833,WW,283,16,209,NA,259,285,196,217,12157
12162,53.15,14.1167,WW,275,16,211,NA,253,278,196,230,12162
12164,53.1,13.8833,WW,290,13,208,NA,248,298,199,228,12164
12168,52.7333,14.2167,WW,281,12,209,NA,265,283,199,219,12168
12173,52.8,14.1667,WW,280,16,215,NA,268,292,203,233,12173
12187,51.4698,13.3889,WW,285,7,212,NA,275,288,197,221,12187
12200,52.0167,12.5333,WW,271,9,216,NA,273,291,207,230,12200
12207,52.6833,13.6167,WW,271,6,217,NA,272,289,205,237,12207
12250,52.1833,14.5833,WW,278,4,214,NA,294,302,202,222,12250
12258,51.5667,13.55,WW,278,16,213,NA,270,293,197,227,12258
12266,51.7333,14.5833,WW,280,16,217,NA,274,287,211,232,12266
12289,53.0333,13.05,WW,267,12,210,NA,267,296,194,229,12289
12294,51.8833,14.65,WW,280,16,218,NA,257,308,208,228,12294
12295,51.9667,14.5667,WW,283,16,214,NA,279,293,207,229,12295
12305,51.7167,13.3833,WW,276,12,216,NA,283,301,206,236,12305
12306,51.8167,13.2333,WW,271,15,212,NA,263,302,199,225,12306
12310,51.9167,13.0833,WW,286,10,204,NA,253,265,196,210,12310
12330,52.9833,12.1167,WW,285,13,207,NA,252,281,197,218,12330
12335,52.0167,13.8667,WW,265,10,219,NA,274,295,205,230,12335
12347,51.7833,13.6167,WW,274,15,221,NA,251,290,206,232,12347
12365,52.65,13.1,WW,283,12,212,NA,266,290,199,230,12365
12372,52.9833,12.6667,WW,282,12,224,NA,261,301,208,241,12372
12380,52.8333,12.9833,WW,280,16,209,NA,254,297,197,220,12380
12398,52.9833,12.0667,WW,275,9,211,NA,260,290,200,223,12398
12418,53.3167,13.9,WW,277,16,209,NA,247,272,197,223,12418
12420,53.25,12.2,WW,284,16,224,NA,253,291,209,237,12420
12421,53.0333,12.0833,WW,285,6,211,NA,267,286,196,234,12421
12458,52.5167,14.1167,WW,278,16,210,NA,264,280,199,222,12458
12460,53.2667,13.6,WW,284,15,221,NA,251,286,200,236,12460
12468,53.0667,12.55,WW,286,16,211,NA,268,285,195,227,12468
12508,53.7167,13.15,WW,275,16,215,NA,260,277,207,228,12508
12511,53.85,13.7,WW,284,3,219,NA,249,273,212,226,12511
12513,53.7667,13.7833,WW,272,4,220,NA,278,289,216,226,12513
12522,54.1,11.6167,WW,266,7,214,NA,260,273,209,219,12522
12527,53.8833,11.8333,WW,289,7,224,NA,252,287,207,241,12527
12537,53.8667,13.15,WW,281,13,217,NA,243,291,200,231,12537
12538,53.9167,13.25,WW,282,16,216,NA,237,283,204,227,12538
12539,53.7667,11.0333,WW,279,7,222,NA,258,287,210,240,12539
12560,54.0833,13.1667,WW,281,14,224,NA,248,292,202,238,12560
12561,54.0833,12.9667,WW,280,15,220,NA,249,277,207,232,12561
12563,53.8167,12.0667,WW,279,16,215,NA,263,283,200,232,12563
12568,53.75,12.3833,WW,283,15,215,NA,249,276,201,230,12568
12596,53.4667,11.1,WW,283,9,217,NA,250,275,201,235,12596
12601,53.2667,11.3167,WW,285,13,220,NA,257,283,213,234,12601
12615,53.9,12.8667,WW,280,5,213,NA,249,270,206,221,12615
12633,53.5167,13.95,WW,289,16,220,NA,258,288,200,236,12633
12634,53.3,14.2333,WW,278,16,210,NA,245,286,198,220,12634
12640,54.2833,12.3667,WW,276,16,231,NA,261,297,196,248,12640
12642,54.15,12.5833,WW,278,15,219,NA,250,280,208,233,12642
12651,53.3,12.6667,WW,271,14,223,NA,266,285,213,235,12651
12656,54.0667,12.3167,WW,282,16,224,NA,257,287,211,234,12656
12667,54.5667,13.6333,WW,277,3,234,NA,279,282,231,237,12667
12684,54.1833,12.9,WW,275,16,217,NA,244,260,206,227,12684
12690,53.55,13.8333,WW,276,16,218,NA,251,269,207,232,12690
12695,53.4667,13.6167,WW,281,16,222,NA,246,280,202,249,12695
12704,53.7333,12.5667,WW,276,6,217,NA,246,261,207,230,12704
12705,53.7,12.5333,WW,285,9,210,NA,244,274,199,222,12705
12745,54.0833,13.9167,WW,282,16,216,NA,246,283,198,237,12745
12784,50.55,12.65,WW,287,16,223,NA,258,290,208,233,12784
12792,50.5333,12.3,WW,274,12,226,NA,259,287,212,241,12792
12803,51.1,12.3167,WW,284,14,206,NA,265,293,195,215,12803
12809,50.8,13.4167,WW,277,7,239,NA,258,267,229,258,12809
12813,50.9333,12.8167,WW,274,16,215,NA,278,295,205,226,12813
12817,50.9,13,WW,271,15,215,NA,269,293,198,232,12817
12830,51.1167,13.1167,WW,281,16,214,NA,268,292,201,226,12830
12833,51.1167,13.1833,WW,278,16,220,NA,251,276,201,232,12833
12834,51.0667,13,WW,278,3,223,NA,287,307,208,237,12834
12841,51.1167,13.6,WW,276,11,214,NA,265,311,193,236,12841
12865,50.9667,13.7333,WW,268,6,231,NA,275,303,220,240,12865
12873,50.8667,12.45,WW,284,16,215,NA,266,281,201,235,12873
12875,50.8667,12.6167,WW,277,16,213,NA,255,289,188,230,12875
12879,51.2667,15.0333,WW,280,16,216,NA,265,294,196,228,12879
